Block,City,Zip,CrimeCode,CrimeDescription,AgencyId,Location 1
5100 SPRINGLAKE DR,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69238721, -122.13253022)"
5300 BRIAR RIDGE DR,CASTRO VALLEY,94552,13B,BATTERY ON PERSON,ACSO,"(37.71112046, -122.05369828)"
5300 BRODER BL,DUBLIN,94568,13B,BATTERY ON PERSON,ACSO,"(37.7160416, -121.89100194)"
5300 BRODER BL,DUBLIN,94568,13B,BATTERY ON PERSON,ACSO,"(37.71593127, -121.89096156)"
5300 CROW CANYON RD,CASTRO VALLEY,94552,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.70254124, -122.04831385)"
5300 GREENRIDGE RD,CASTRO VALLEY,94552,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.70505669, -122.04580334)"
5300 GREENRIDGE RD,CASTRO VALLEY,94552,13B,BATTERY ON PERSON,ACSO,"(37.70505669, -122.04580334)"
5300 GREENRIDGE RD,CASTRO VALLEY,94552,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.70513655, -122.04587225)"
5300 GREENRIDGE RD,CASTRO VALLEY,94552,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70513655, -122.04587225)"
5300 WILLOW GLEN PL,CASTRO VALLEY,94546,13B,BATTERY ON PERSON,ACSO,"(37.71875294, -122.06634161)"
5300 WILLOW GLEN PL,CASTRO VALLEY,94546,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.71875294, -122.06634161)"
5500 ROTHMAN CT,CASTRO VALLEY,94552,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.71618898, -122.04911796)"
5700 JENSEN RD,CASTRO VALLEY,94552,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.70630924, -122.03630402)"
5700 JENSEN RD,CASTRO VALLEY,94552,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.70630924, -122.03630402)"
5700 VICTORIA LA,LIVERMORE,94550,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.65450195, -121.66450846)"
5700 VICTORIA LA,LIVERMORE,94550,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.65450195, -121.66450846)"
5900 BELLINGHAM DR,CASTRO VALLEY,94552,11D,CONTACT OF MINOR WITH INTENT TO COMMIT SEXUAL OFFENSE,ACSO,"(37.72579628, -122.06090754)"
5TH ST / E ST,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67365136, -122.07113828)"
6000 MT RUSHMORE CI,CASTRO VALLEY,94552,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.71023165, -122.03637921)"
6000 NORRIS CANYON RD,SAN RAMON,,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.77705018, -121.96109316)"
6000 SLOPEVIEW CT,CASTRO VALLEY,94552,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.72531953, -122.05719192)"
600 BARTLETT AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67004949, -122.11663418)"
600 BARTLETT AV,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.66981929, -122.11722178)"
600 BARTLETT AV,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.66981929, -122.11722178)"
600 BARTLETT AV,HAYWARD,94541,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.67004949, -122.11663418)"
600 BARTLETT AV,HAYWARD,94541,100,FALSE IMPRISONMENT,ACSO,"(37.67004949, -122.11663418)"
600 BARTLETT AV,HAYWARD,94541,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.67010147, -122.11650149)"
600 BLOSSOM WY,HAYWARD,94541,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.67845742, -122.10355186)"
600 BLOSSOM WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67845742, -122.10355186)"
600 BLOSSOM WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67845742, -122.10355186)"
600 CHERRY WY,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.68115679, -122.10147485)"
600 CHERRY WY,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.68115679, -122.10147485)"
600 CHERRY WY,HAYWARD,94541,100,FALSE IMPRISONMENT,ACSO,"(37.68102567, -122.10187627)"
600 CHERRY WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68115679, -122.10147485)"
600 DREW ST,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.6940745, -122.12595977)"
600 E LEWELLING BL,HAYWARD,94541,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.68731411, -122.11020363)"
600 E LEWELLING BL,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68732584, -122.11013097)"
600 E LEWELLING BL,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68732584, -122.11013097)"
600 ELGIN ST,SAN LORENZO,94580,13A,ASSAULT WITH FIREARM ON PERSON,ACSO,"(37.69569097, -122.12403744)"
600 ELGIN ST,SAN LORENZO,94580,13A,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,ACSO,"(37.69569097, -122.12403744)"
600 GROVE WY,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.67867537, -122.09690898)"
600 HAMPTON RD,HAYWARD,94541,11C,ORAL COPULATION W/PERSON UNDER 14 YEARS OR W/FORCE OR INJURY,ACSO,"(37.68505126, -122.10553017)"
600 HAMPTON RD,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.68504835, -122.1054459)"
600 HAMPTON RD,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.68504835, -122.1054459)"
600 HAMPTON RD,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.68510731, -122.1051056)"
600 HAMPTON RD,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.68510731, -122.1051056)"
600 HAMPTON RD,HAYWARD,94541,11A,RAPE BY FORCE/FEAR/ETC,ACSO,"(37.68505126, -122.10553017)"
600 HAMPTON RD,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.68504835, -122.1054459)"
600 HAMPTON RD,HAYWARD,94541,11C,SEXUAL PENETRATION WITH FORCE/ETC,ACSO,"(37.68505126, -122.10553017)"
600 HAMPTON RD,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68507629, -122.10503246)"
600 HAMPTON RD,HAYWARD,94541,11C,SEXUAL INTERCOURSE OR SODOMY W/CHILD 10 YRS OR YOUNGER,ACSO,"(37.68505126, -122.10553017)"
600 HARMONY CT,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.68655796, -122.10760387)"
600 HILLCREST AV,LIVERMORE,94550,11D,LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS,ACSO,"(37.68216041, -121.74835862)"
600 KENDALL WY,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.68799386, -122.1116457)"
600 KENDALL WY,HAYWARD,94541,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.68799386, -122.1116457)"
600 MEDFORD AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68295233, -122.10249419)"
600 MEDFORD AV,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.68272141, -122.10312245)"
600 PARADISE BL,HAYWARD,94541,11D,LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS,ACSO,"(37.68506616, -122.10796213)"
600 VALLECITOS RD,LIVERMORE,94550,11D,SEXUAL BATTERY,ACSO,"(37.64346442, -121.79092378)"
600 VIA ACALANES,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.68108016, -122.13131581)"
600 VIA ACALANES,SAN LORENZO,94580,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.68108016, -122.13131581)"
600 VIA ACALANES,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.68108016, -122.13131581)"
600 VIA MANZANAS,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67534736, -122.12790402)"
600 WASHINGTON ST,OAKLAND,94607,13B,BATTERY BY GASSING OF PO/DETENTION/INVEST/PROSECUTION EMP,ACSO,"(37.7996375, -122.27565758)"
600 W A ST,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.66611237, -122.11110516)"
600 W A ST,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.66609538, -122.11138642)"
600 W A ST,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66609538, -122.11138642)"
600 W A ST,HAYWARD,94541,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.66609538, -122.11138642)"
600 W SUNSET BL,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.6685407, -122.11421977)"
600 W SUNSET BL,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.66840541, -122.1145647)"
600 W SUNSET BL,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66849561, -122.11433475)"
600 W SUNSET BL,HAYWARD,94541,13A,EXHIBIT FIREARM,ACSO,"(37.66822501, -122.11502461)"
600 W SUNSET BL,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.66836031, -122.11467968)"
600 W SUNSET BL,HAYWARD,94541,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.66822501, -122.11502461)"
6300 PALO VERDE RD,CASTRO VALLEY,94552,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69618914, -122.02581429)"
6300 PALO VERDE RD,CASTRO VALLEY,94552,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69618914, -122.02581429)"
6400 ALISAL ST,PLEASANTON,94566,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.63631803, -121.87065275)"
6600 DUBLIN BL,DUBLIN,94568,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.70392349, -121.91148607)"
6600 DUBLIN BL,DUBLIN,94568,13B,OBSTRUCT/RESIST EXECUTIVE OFFICER,ACSO,"(37.70392349, -121.91148607)"
6800 GREENVILLE RD,LIVERMORE,,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.64707306, -121.69652764)"
6800 LARIAT LA,CASTRO VALLEY,94552,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.71592654, -122.02700073)"
7000 COLISEUM WY,OAKLAND,94621,13B,BATTERY ON PERSON,ACSO,"(37.7515822, -122.20616593)"
7000 COLISEUM WY,OAKLAND,94621,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.7515822, -122.20616593)"
7000 MORGAN TERRITORY RD,LIVERMORE,94551,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.76332103, -121.77558598)"
7000 MORGAN TERRITORY RD,LIVERMORE,94551,13A,ATTEMPT MURDER,ACSO,"(37.76329959, -121.77566656)"
7000 MORGAN TERRITORY RD,LIVERMORE,94551,13B,BATTERY ON PERSON,ACSO,"(37.76329959, -121.77566656)"
700 52ND ST,OAKLAND,94609,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.8375731, -122.26572766)"
700 52ND ST,OAKLAND,94609,11C,SEXUAL PENETRATION W/FOREIGN OBJ:VICTIM INCAPABLE CONSENT,ACSO,"(37.8375731, -122.26572766)"
700 BARTLETT AV,HAYWARD,94541,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.66966371, -122.11769356)"
700 BARTLETT AV,HAYWARD,94541,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.66978333, -122.11739123)"
700 BARTLETT AV,HAYWARD,94541,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.66966371, -122.11769356)"
700 BARTLETT AV,HAYWARD,94541,11D,LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS,ACSO,"(37.66966371, -122.11769356)"
700 BLOSSOM WY,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67974305, -122.09972845)"
700 BLOSSOM WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67974305, -122.09972845)"
700 BLOSSOM WY,HAYWARD,94541,13A,ASSAULT WITH FIREARM ON PERSON,ACSO,"(37.67981154, -122.09942484)"
700 BLOSSOM WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67981154, -122.09942484)"
700 BLOSSOM WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67974305, -122.09972845)"
700 BLOSSOM WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67981154, -122.09942484)"
700 BLOSSOM WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67974305, -122.09972845)"
700 BLOSSOM WY,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.67974305, -122.09972845)"
700 GALWAY DR,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69133164, -122.1202976)"
700 GALWAY DR,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69133164, -122.1202976)"
700 GALWAY DR,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69133164, -122.1202976)"
700 HAMPTON RD,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.68501631, -122.1040788)"
700 HAMPTON RD,HAYWARD,94541,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.68501631, -122.1040788)"
700 LEWELLING,SAN LEANDRO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68620063, -122.14007275)"
700 LINNEA AV,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69621157, -122.12292156)"
700 LINNEA AV,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69630901, -122.12292185)"
700 MEDFORD AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68306976, -122.10203797)"
700 MEDFORD AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68307914, -122.10210474)"
700 PARADISE BL,HAYWARD,94541,13A,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,ACSO,"(37.68607527, -122.10700618)"
700 VIDELL ST,SAN LORENZO,94580,13A,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,ACSO,"(37.69561039, -122.12212737)"
700 W A ST,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.66590208, -122.11468476)"
700 W A ST,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66590208, -122.11468476)"
700 WHITTINGTON LA,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67117878, -122.11976819)"
7300 LONGMONT LP,CASTRO VALLEY,94552,11C,SEXUAL PENETRATION:FOREIGN OBJECT/ETC:VICTIM UNDER 14 YEARS,ACSO,"(37.71862135, -122.02551715)"
7300 LONGMONT LP,CASTRO VALLEY,94552,11D,LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS,ACSO,"(37.71862135, -122.02551715)"
7400 MINES RD,LIVERMORE,94550,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.63309454, -121.70908013)"
7700 ALTAMONT PASS RD,LIVERMORE,94551,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.71955534, -121.70003631)"
7700 ALTAMONT PASS RD,LIVERMORE,94551,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.71955534, -121.70003631)"
7700 PINEVILLE CI,CASTRO VALLEY,94552,11A,RAPE:VICTIM UNCONSCIOUS OF THE NATURE OF THE ACT,ACSO,"(37.71559201, -122.02374477)"
7900 PINEVILLE CI,CASTRO VALLEY,94552,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.71614821, -122.02350678)"
7900 PINEVILLE CI,CASTRO VALLEY,94552,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.71614821, -122.02350678)"
800 BLOSSOM LA,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68017512, -122.09831279)"
800 BLOSSOM LA,HAYWARD,94541,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.67999333, -122.09886882)"
800 BLOSSOM LA,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.67999333, -122.09886882)"
800 BLOSSOM WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68000587, -122.09883047)"
800 BLOSSOM WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67999333, -122.09886882)"
800 BLOSSOM WY,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.67999333, -122.09886882)"
800 BLOSSOM WY,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67999333, -122.09886882)"
800 BLOSSOM WY,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67999333, -122.09886882)"
800 BOCKMAN RD,SAN LORENZO,94580,11D,SEXUAL BATTERY -AGAINST VICTIM`S WILL FOR SEXUAL AROUSAL,ACSO,"(37.67106247, -122.12596871)"
800 BOCKMAN RD,SAN LORENZO,94580,13B,BATTERY ON SCHOOL EMPLOYEE W/INJURY,ACSO,"(37.67106247, -122.12596871)"
800 BOCKMAN RD,SAN LORENZO,94580,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.67106247, -122.12596871)"
800 BOCKMAN RD,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.67106247, -122.12596871)"
800 BOCKMAN RD,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.67106247, -122.12596871)"
800 BOCKMAN RD,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.67106247, -122.12596871)"
800 BOCKMAN RD,SAN LORENZO,94580,11D,ANNOY/ETC CHILD UNDER 18,ACSO,"(37.67106247, -122.12596871)"
800 BOCKMAN RD,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.67106247, -122.12596871)"
800 BOCKMAN RD,SAN LORENZO,94580,13B,BATTERY ON PERSON ON SCHOOL/HOSPITAL/PARK PROPERTY,ACSO,"(37.67106247, -122.12596871)"
800 BOCKMAN RD,SAN LORENZO,94580,13B,BATTERY ON SCHOOL EMPLOYEE,ACSO,"(37.67106247, -122.12596871)"
800 BOCKMAN RD,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.67106247, -122.12596871)"
800 CHERRY WY,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.68160476, -122.10001319)"
800 DOLORES AV,SAN LEANDRO,94577,100,KIDNAP TO COMMIT ROBBERY/RAPE/289 PC/ETC,ACSO,"(37.72566072, -122.14250014)"
800 DOLORES AV,SAN LEANDRO,94577,11A,RAPE BY FORCE/FEAR/ETC,ACSO,"(37.72566072, -122.14250014)"
800 E LEWELLING BL,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.68779734, -122.10721472)"
800 E LEWELLING BL,HAYWARD,94541,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.68762094, -122.10812824)"
800 E LEWELLING BL,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.68758408, -122.10853239)"
800 E LEWELLING BL,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68758408, -122.10853239)"
800 E LEWELLING BL,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68764276, -122.10816907)"
800 E LEWELLING BL,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68763103, -122.10824173)"
800 E LEWELLING BL,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68764276, -122.10816907)"
800 E LEWELLING BL,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.68763103, -122.10824173)"
800 E LEWELLING BL,HAYWARD,94541,13A,ELDER/DEPENDENT ADULT CRUELTY,ACSO,"(37.68762094, -122.10812824)"
800 ELGIN ST,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69133112, -122.11694408)"
800 ELGIN ST,SAN LORENZO,94580,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69133112, -122.11694408)"
800 GALWAY DR,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.6908138, -122.11937934)"
800 GALWAY DR,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.6908138, -122.11937934)"
800 GRANT AV,SAN LORENZO,94580,11C,ORAL COPULATION W/PERSON UNDER 14 YEARS OR W/FORCE OR INJURY,ACSO,"(37.68078876, -122.13405203)"
800 HAMPTON RD,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.68500479, -122.10388447)"
800 HARMONY DR,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68683536, -122.10586595)"
800 HARMONY DR,HAYWARD,94541,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.68683536, -122.10586595)"
800 HARMONY DR,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.68683536, -122.10586595)"
800 HARMONY DR,HAYWARD,94541,100,FALSE IMPRISONMENT,ACSO,"(37.68683536, -122.10586595)"
800 JAN CT,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69736472, -122.12383358)"
800 MORRILL ST,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68827052, -122.10895999)"
800 PARADISE BL,HAYWARD,94541,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.68643538, -122.10609815)"
800 PARADISE BL,HAYWARD,94541,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.68637816, -122.10639783)"
800 PARADISE BL,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.68643538, -122.10609815)"
800 PASEO GRANDE,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67789434, -122.13144928)"
800 PASEO GRANDE,SAN LORENZO,94580,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.67789434, -122.13144928)"
800 W A ST,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66586404, -122.11536466)"
800 W A ST,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66586404, -122.11536466)"
800 W A ST,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66584102, -122.11577618)"
800 W A ST,HAYWARD,94541,100,FALSE IMPRISONMENT,ACSO,"(37.66586404, -122.11536466)"
800 W A ST,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66586404, -122.11536466)"
800 W SUNSET BL,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.66754651, -122.11682043)"
800 W SUNSET BL,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66752597, -122.11680673)"
800 W SUNSET BL,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.66777402, -122.11617437)"
800 W SUNSET BL,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66776651, -122.11619353)"
8800 DUBLIN CANYON RD,DUBLIN,94552,11D,LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS,ACSO,"(37.70137007, -122.00242792)"
8900 DUBLIN CANYON RD,DUBLIN,94552,13B,BATTERY ON PERSON,ACSO,"(37.70115195, -122.00237771)"
900 BEVILACQUA ST,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.68915915, -122.11311552)"
900 DELANO ST,SAN LORENZO,94580,13A,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,ACSO,"(37.69308911, -122.11480368)"
900 DELANO ST,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69308844, -122.11473352)"
900 DELANO ST,SAN LORENZO,94580,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69308844, -122.11473352)"
900 DELANO ST,SAN LORENZO,94580,11A,"RAPE -VICT UNCONSCIOUS OF NATURE/NOT COGNIZANT,ETC",ACSO,"(37.69309146, -122.11504924)"
900 DELANO ST,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69313212, -122.11632626)"
900 DELANO ST,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.69309214, -122.1151194)"
